tokens:
  名詞 	 ログアウト
  助詞 	 が
  動詞 	 できる
  名詞 	 外来
  名詞 	 患者
  助詞 	 も
  名詞 	 無料
  助動詞 	 で
  助動詞 	 ある
  接続詞 	 しかし
  記号 	 、
  名詞 	 中央
  名詞 	 値
  名詞 	 以上
  助詞 	 の
  名詞 	 所得
  助詞 	 を
  動詞 	 持つ
  名詞 	 患者
  助詞 	 の
  接頭詞 	 大
  名詞 	 多数
  助詞 	 は
  記号 	 、
  名詞 	 補助
  名詞 	 的
  助動詞 	 な
  名詞 	 入院
  名詞 	 費
  助詞 	 を
  動詞 	 支払わ
  助動詞 	 なけれ
  助詞 	 ば
  動詞 	 なら
  助動詞 	 ない
  名詞 	 2016
  名詞 	 年
  助詞 	 の
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 平均
  名詞 	 寿命
  助詞 	 は
  名詞 	 81
  名詞 	 .
  名詞 	 8
  名詞 	 歳
  記号 	 （
  名詞 	 OECD
  記号 	 ）
  助詞 	 で
  記号 	 、
  名詞 	 男性
  助詞 	 は
  名詞 	 79
  名詞 	 .
  名詞 	 9
  名詞 	 歳
  記号 	 、
  名詞 	 女性
  助詞 	 は
  名詞 	 83
  名詞 	 .
  名詞 	 6
  名詞 	 歳
  助詞 	 と
  動詞 	 なっ
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 159
  名詞 	 ]
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 出生
  名詞 	 率
  助詞 	 は
  名詞 	 欧州
  名詞 	 連合
  助詞 	 で
  副詞 	 最も
  形容詞 	 高く
  記号 	 （
  名詞 	 人口
  名詞 	 1
  名詞 	 ,
  名詞 	 000
  名詞 	 人
  名詞 	 あたり
  名詞 	 16
  名詞 	 .
  名詞 	 8
  名詞 	 人
  記号 	 、
  名詞 	 EU
  名詞 	 平均
  助詞 	 は
  名詞 	 10
  名詞 	 .
  名詞 	 7
  名詞 	 人
  記号 	 ）
  記号 	 、
  名詞 	 乳幼児
  名詞 	 死亡
  名詞 	 率
  助詞 	 は
  名詞 	 非常
  助詞 	 に
  形容詞 	 低く
  記号 	 （
  名詞 	 出生
  名詞 	 数
  名詞 	 1
  名詞 	 ,
  名詞 	 000
  名詞 	 人
  名詞 	 あたり
  名詞 	 3
  名詞 	 .
  名詞 	 5
  名詞 	 人
  記号 	 ）
  記号 	 、
  接続詞 	 また
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 医療
  名詞 	 制度
  助詞 	 は
  記号 	 、
  名詞 	 2012
  名詞 	 年
  助詞 	 に
  助詞 	 は
  名詞 	 欧州
  名詞 	 34
  名詞 	 カ国
  名詞 	 中
  名詞 	 13
  名詞 	 位
  助詞 	 に
  名詞 	 ランク
  動詞 	 さ
  動詞 	 れ
  助動詞 	 た
  名詞 	 民間
  名詞 	 医療
  名詞 	 調査
  名詞 	 機関
  助詞 	 が
  名詞 	 作成
  動詞 	 し
  助動詞 	 た
  記号 	 「
  名詞 	 欧州
  名詞 	 健康
  名詞 	 消費
  名詞 	 者
  名詞 	 指数
  記号 	 」
  助詞 	 に
  動詞 	 よる
  助詞 	 と
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 医療
  名詞 	 制度
  助詞 	 は
  記号 	 、
  名詞 	 2012
  名詞 	 年
  助詞 	 に
  助詞 	 は
  名詞 	 欧州
  名詞 	 34
  名詞 	 カ国
  名詞 	 中
  名詞 	 13
  名詞 	 位
  助詞 	 に
  名詞 	 ランク
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 160
  名詞 	 ][
  名詞 	 161
  名詞 	 ]
  連体詞 	 同じ
  名詞 	 報告
  名詞 	 書
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 医療
  名詞 	 制度
  助詞 	 は
  記号 	 、
  名詞 	 健康
  名詞 	 面
  助詞 	 で
  助詞 	 は
  名詞 	 8
  名詞 	 番目
  助詞 	 に
  動詞 	 優れ
  助詞 	 て
  動詞 	 いる
  助詞 	 が
  記号 	 、
  名詞 	 ヨーロッパ
  助詞 	 で
  助詞 	 は
  名詞 	 21
  名詞 	 番目
  助詞 	 に
  名詞 	 アクセス
  動詞 	 し
  形容詞 	 やすい
  名詞 	 制度
  助詞 	 に
  動詞 	 すぎ
  助動詞 	 ない
  助詞 	 と
  名詞 	 評価
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 治安
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 2019
  名詞 	 年
  助詞 	 の
  名詞 	 年間
  名詞 	 犯罪
  名詞 	 発生
  接頭詞 	 総
  名詞 	 件数
  助詞 	 は
  記号 	 、
  名詞 	 225
  名詞 	 ,
  名詞 	 103
  名詞 	 件
  助詞 	 で
  名詞 	 前年
  名詞 	 比
  名詞 	 5
  名詞 	 %
  助詞 	 の
  名詞 	 増加
  助詞 	 と
  動詞 	 なっ
  助詞 	 て
  動詞 	 いる
  名詞 	 2018
  名詞 	 年
  助詞 	 と
  動詞 	 比べ
  記号 	 、
  名詞 	 強盗
  助詞 	 や
  名詞 	 侵入
  名詞 	 窃盗
  記号 	 、
  名詞 	 スリ
  助詞 	 や
  名詞 	 ひったくり
  助詞 	 など
  助詞 	 の
  名詞 	 財産
  名詞 	 犯
  助詞 	 は
  副詞 	 総じて
  名詞 	 減少
  名詞 	 傾向
  助詞 	 を
  動詞 	 示し
  助詞 	 て
  動詞 	 いる
  助詞 	 ものの
  記号 	 、
  名詞 	 車
  名詞 	 上
  動詞 	 狙い
  記号 	 、
  名詞 	 自転車
  名詞 	 盗
  記号 	 、
  名詞 	 強制
  名詞 	 性交
  記号 	 、
  名詞 	 薬物
  記号 	 ・
  名詞 	 銃器
  名詞 	 犯罪
  記号 	 、
  名詞 	 詐欺
  記号 	 ・
  名詞 	 横領
  名詞 	 等
  助詞 	 の
  名詞 	 犯罪
  助詞 	 は
  名詞 	 増加
  名詞 	 傾向
  助詞 	 を
  動詞 	 示し
  助詞 	 て
  動詞 	 いる
  名詞 	 首都
  名詞 	 ダブリン
  名詞 	 市内
  接続詞 	 及び
  名詞 	 近郊
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 ギャング
  名詞 	 団
  名詞 	 同士
  助詞 	 の
  名詞 	 抗争
  助詞 	 と
  動詞 	 み
  動詞 	 られる
  名詞 	 銃撃
  記号 	 ・
  名詞 	 殺人
  名詞 	 事件
  助詞 	 が
  名詞 	 発生
  動詞 	 し
  助詞 	 て
  動詞 	 おり
  記号 	 、
  名詞 	 警察
  助詞 	 は
  名詞 	 武装
  名詞 	 部隊
  助詞 	 による
  名詞 	 警戒
  名詞 	 活動
  助詞 	 を
  名詞 	 強化
  動詞 	 し
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 162
  名詞 	 ]
  名詞 	 警察
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 1922
  名詞 	 年
  助詞 	 に
  名詞 	 創設
  動詞 	 さ
  動詞 	 れ
  助動詞 	 た
  名詞 	 ガルダ・シーハーナ
  記号 	 （
  名詞 	 Garda
  名詞 	 Síochána
  記号 	 ）
  助詞 	 と
  動詞 	 呼ば
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 アイルランド
  名詞 	 警察
  助詞 	 は
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 国家
  名詞 	 警察
  名詞 	 機関
  助動詞 	 で
  助動詞 	 ある
  名詞 	 通称
  助詞 	 は
  記号 	 、
  名詞 	 単数
  名詞 	 形
  助詞 	 で
  記号 	 「
  名詞 	 Garda
  記号 	 （
  名詞 	 ガルダ
  記号 	 ）
  記号 	 」
  記号 	 、
  名詞 	 複数
  名詞 	 形
  助詞 	 で
  記号 	 「
  名詞 	 Gardaí
  記号 	 （
  名詞 	 ガルディー
  記号 	 」
  記号 	 ）
  助詞 	 と
  動詞 	 呼ぶ
  名詞 	 部隊
  助詞 	 の
  名詞 	 長
  助詞 	 は
  名詞 	 アイルランド
  名詞 	 政府
  助詞 	 が
  名詞 	 任命
  動詞 	 する
  名詞 	 ガルダ
  名詞 	 委員
  名詞 	 会
  助詞 	 が
  動詞 	 務め
  助詞 	 て
  動詞 	 いる
  名詞 	 本部
  助詞 	 は
  名詞 	 ダブリン
  助詞 	 の
  名詞 	 フェニックス
  記号 	 ・
  名詞 	 パーク
  記号 	 （
  名詞 	 大統領
  名詞 	 邸
  助詞 	 も
  動詞 	 ある
  記号 	 ）
  助詞 	 に
  動詞 	 ある
  名詞 	 [
  名詞 	 163
  名詞 	 ]
  名詞 	 人権
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 マスコミ
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 アイルランド
  名詞 	 放送
  名詞 	 協会
  記号 	 （
  名詞 	 RTÉ
  記号 	 ）
  助詞 	 は
  記号 	 、
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 公共
  名詞 	 放送
  名詞 	 局
  助動詞 	 で
  助動詞 	 ある
  名詞 	 RTÉ
  助詞 	 は
  記号 	 、
  名詞 	 RTÉ
  名詞 	 One
  助詞 	 と
  名詞 	 RTÉ
  名詞 	 2
  助詞 	 の
  名詞 	 2
  助動詞 	 つ
  助詞 	 の
  名詞 	 国営
  名詞 	 テレビ局
  助詞 	 を
  名詞 	 受信
  名詞 	 料
  助詞 	 および
  名詞 	 広告
  名詞 	 料
  助詞 	 で
  名詞 	 放送
  動詞 	 し
  助詞 	 て
  動詞 	 いる
  名詞 	 他
  助詞 	 の
  名詞 	 民営
  名詞 	 テレビ局
  助詞 	 は
  記号 	 、
  名詞 	 ヴァージン
  記号 	 ・
  名詞 	 メディア
  記号 	 ・
  名詞 	 ワン
  記号 	 、
  名詞 	 ヴァージン・メディア・ツー
  記号 	 、
  名詞 	 ヴァージン・メディアー・スリー
  記号 	 、
  名詞 	 TG
  名詞 	 4
  助詞 	 で
  記号 	 、
  名詞 	 後者
  助詞 	 は
  名詞 	 アイルランド
  名詞 	 語
  名詞 	 話者
  名詞 	 向け
  助詞 	 の
  名詞 	 公共
  名詞 	 放送
  名詞 	 局
  助動詞 	 で
  助動詞 	 ある
  名詞 	 これら
  助詞 	 の
  名詞 	 チャンネル
  助詞 	 は
  名詞 	 すべて
  記号 	 、
  名詞 	 無料
  助詞 	 で
  名詞 	 視聴
  動詞 	 できる
  名詞 	 地上
  名詞 	 デジタル
  名詞 	 放送
  助詞 	 の
  名詞 	 Saorview
  助詞 	 で
  名詞 	 視聴
  動詞 	 する
  名詞 	 こと
  助詞 	 が
  動詞 	 できる
  名詞 	 [
  名詞 	 164
  名詞 	 ]
  名詞 	 その他
  助詞 	 の
  名詞 	 チャンネル
  助詞 	 として
  助詞 	 は
  記号 	 、
  名詞 	 RTÉ
  名詞 	 News
  名詞 	 Now
  記号 	 、
  名詞 	 RTÉjr
  記号 	 、
  名詞 	 RTÉ
  名詞 	 One
  名詞 	 +
  名詞 	 1
  助詞 	 など
  助詞 	 が
  動詞 	 ある
  接続詞 	 また
  記号 	 、
  名詞 	 ヴァージン
  記号 	 ・
  名詞 	 メディア
  助詞 	 や
  名詞 	 Sky
  助詞 	 など
  助詞 	 の
  名詞 	 有料
  名詞 	 放送
  名詞 	 局
  助詞 	 も
  名詞 	 放送
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 全国
  助詞 	 に
  助詞 	 は
  名詞 	 多く
  助詞 	 の
  名詞 	 地方
  名詞 	 局
  助詞 	 や
  名詞 	 ローカル
  名詞 	 ラジオ
  名詞 	 局
  助詞 	 が
  動詞 	 ある
  連体詞 	 ある
  名詞 	 調査
  助詞 	 に
  動詞 	 よる
  助詞 	 と
  記号 	 、
  名詞 	 成人
  助詞 	 の
  名詞 	 85
  名詞 	 %
  助詞 	 が
  記号 	 、
  名詞 	 全国
  名詞 	 放送
  名詞 	 局
  記号 	 、
  名詞 	 地方
  名詞 	 放送
  名詞 	 局
  記号 	 、
  名詞 	 ローカル
  名詞 	 放送
  名詞 	 局
  助詞 	 の
  名詞 	 混合
  名詞 	 局
  助詞 	 を
  名詞 	 日常
  名詞 	 的
  助詞 	 に
  動詞 	 聞い
  助詞 	 て
  動詞 	 いる
  名詞 	 こと
  助詞 	 が
  名詞 	 明らか
  助詞 	 に
  動詞 	 なっ
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 165
  名詞 	 ]
  名詞 	 RTÉ
  名詞 	 ラジオ
  助詞 	 は
  記号 	 、
  名詞 	 ラジオ
  名詞 	 1
  記号 	 、
  名詞 	 2
  名詞 	 fm
  記号 	 、
  名詞 	 Lyric
  名詞 	 fm
  記号 	 、
  名詞 	 RnaG
  助詞 	 の
  名詞 	 4
  助動詞 	 つ
  助詞 	 の
  名詞 	 全国
  名詞 	 放送
  名詞 	 局
  助詞 	 を
  名詞 	 放送
  動詞 	 し
  助詞 	 て
  動詞 	 いる
  名詞 	 活字
  名詞 	 媒体
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 アイルランド
  助詞 	 に
  助詞 	 は
  名詞 	 伝統
  名詞 	 的
  助詞 	 に
  名詞 	 競争
  名詞 	 力
  助詞 	 の
  動詞 	 ある
  名詞 	 活字
  名詞 	 メディア
  助詞 	 が
  動詞 	 あり
  記号 	 、
  名詞 	 日刊
  助詞 	 の
  名詞 	 全国
  名詞 	 紙
  助詞 	 と
  名詞 	 週刊
  助詞 	 の
  名詞 	 地方紙
  記号 	 、
  副詞 	 さらに
  助詞 	 は
  名詞 	 日曜
  名詞 	 版
  助詞 	 の
  名詞 	 全国
  名詞 	 紙
  助詞 	 に
  動詞 	 分かれ
  助詞 	 て
  動詞 	 いる
  名詞 	 イギリス
  助詞 	 の
  名詞 	 出版
  名詞 	 物
  助詞 	 の
  形容詞 	 強
  名詞 	 さ
  助詞 	 は
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 印刷
  名詞 	 メディア
  助詞 	 の
  名詞 	 特徴
  助動詞 	 で
  助動詞 	 あり
  記号 	 、
  名詞 	 イギリス
  助詞 	 が
  名詞 	 発行
  動詞 	 し
  助詞 	 て
  動詞 	 いる
  名詞 	 新聞
  助詞 	 や
  名詞 	 雑誌
  助詞 	 を
  形容詞 	 幅広く
  動詞 	 取り揃え
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 166
  名詞 	 ]
  名詞 	 インターネット
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 ユーロスタット
  助詞 	 の
  名詞 	 報告
  助詞 	 に
  動詞 	 よる
  助詞 	 と
  記号 	 、
  名詞 	 欧州
  名詞 	 連合
  名詞 	 平均
  助詞 	 の
  名詞 	 79
  名詞 	 %
  助詞 	 に対し
  記号 	 、
  名詞 	 2013
  名詞 	 年
  助詞 	 に
  助詞 	 は
  名詞 	 82
  名詞 	 %
  助詞 	 の
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 世帯
  助詞 	 が
  名詞 	 インターネット
  助詞 	 に
  名詞 	 接続
  動詞 	 し
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  助詞 	 が
  記号 	 、
  名詞 	 ブロード
  名詞 	 バンド
  助詞 	 に
  名詞 	 接続
  動詞 	 し
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 の
  助詞 	 は
  名詞 	 67
  名詞 	 %
  助詞 	 に
  動詞 	 とどまっ
  助詞 	 て
  動詞 	 い
  助動詞 	 た
  名詞 	 [
  名詞 	 167
  名詞 	 ]
  名詞 	 文化
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  副詞 	 古く
  助詞 	 は
  名詞 	 ケルト
  名詞 	 人
  助詞 	 による
  名詞 	 文化
  助詞 	 が
  動詞 	 栄え
  名詞 	 ローマ
  名詞 	 時代
  助詞 	 の
  名詞 	 書物
  助詞 	 など
  助詞 	 に
  連体詞 	 その
  名詞 	 一端
  助詞 	 が
  動詞 	 記さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 6
  名詞 	 世紀
  名詞 	 以後
  助詞 	 に
  助詞 	 は
  記号 	 『
  名詞 	 ケルズ
  助詞 	 の
  名詞 	 書
  記号 	 』
  助詞 	 に
  名詞 	 代表
  動詞 	 さ
  動詞 	 れる
  名詞 	 よう
  助動詞 	 な
  名詞 	 カトリック
  名詞 	 信仰
  助詞 	 に
  動詞 	 基づく
  名詞 	 キリスト教
  名詞 	 文化
  助詞 	 が
  動詞 	 広まっ
  助動詞 	 た
  名詞 	 食
  名詞 	 文化
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 アイルランド
  名詞 	 料理
  助詞 	 は
  記号 	 、
  名詞 	 伝統
  名詞 	 的
  助詞 	 に
  名詞 	 肉
  助詞 	 や
  名詞 	 乳製品
  助詞 	 を
  名詞 	 ベース
  助詞 	 に
  記号 	 、
  名詞 	 野菜
  助詞 	 や
  名詞 	 魚介
  名詞 	 類
  助詞 	 を
  動詞 	 加え
  助動詞 	 た
  名詞 	 もの
  助動詞 	 だっ
  助動詞 	 た
  接続詞 	 また
  記号 	 、
  名詞 	 牧畜
  名詞 	 業
  助詞 	 が
  名詞 	 盛ん
  助動詞 	 な
  名詞 	 ため
  記号 	 、
  名詞 	 乳製品
  助詞 	 や
  名詞 	 肉
  記号 	 、
  連体詞 	 その
  名詞 	 加工
  名詞 	 食品
  助詞 	 が
  形容詞 	 多く
  名詞 	 食
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 ジャガイモ
  助詞 	 は
  名詞 	 多く
  助詞 	 の
  名詞 	 食事
  助詞 	 に
  動詞 	 添え
  動詞 	 られ
  助詞 	 て
  動詞 	 いる
  名詞 	 人気
  助詞 	 の
  動詞 	 ある
  名詞 	 アイルランド
  名詞 	 料理
  助詞 	 の
  名詞 	 例
  助詞 	 として
  助詞 	 は
  記号 	 、
  名詞 	 ボクスティ
  記号 	 、
  名詞 	 コル
  名詞 	 カノン
  記号 	 、
  名詞 	 コードル
  記号 	 、
  名詞 	 アイリッシュシチュー
  記号 	 、
  名詞 	 ベーコン
  記号 	 ・
  名詞 	 アンド
  記号 	 ・
  名詞 	 キャベツ
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  助詞 	 など
  助詞 	 が
  動詞 	 ある
  名詞 	 アイルランド
  助詞 	 の
  名詞 	 フル・ブレックファスト
  助詞 	 は
  記号 	 、
  名詞 	 一般
  名詞 	 的
  助詞 	 に
  名詞 	 ラッシャー
  記号 	 （
  名詞 	 薄切り
  名詞 	 ベーコン
  記号 	 ）
  記号 	 、
  名詞 	 卵
  記号 	 、
  名詞 	 ソーセージ
  記号 	 、
  名詞 	 ホワイト
  名詞 	 プディング
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  記号 	 、
  名詞 	 ブラック
  名詞 	 プディング
  記号 	 、
  名詞 	 フライドトマト
  記号 	 （
  名詞 	 英語
  名詞 	 版
  記号 	 ）
  助詞 	 など
  助詞 	 の
  名詞 	 揚げ物
  助詞 	 や
  名詞 	 グリル
  名詞 	 料理
  助詞 	 で
  名詞 	 構成
  動詞 	 さ
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 近年
  助詞 	 の
  名詞 	 経済
  名詞 	 発展
  助詞 	 と共に
  名詞 	 海外
  助詞 	 の
  名詞 	 食
  名詞 	 文化
  助詞 	 も
  動詞 	 取り入れ
  動詞 	 られ
  記号 	 、
  名詞 	 伝統
  名詞 	 料理
  助詞 	 と
  動詞 	 組み合わせ
  助動詞 	 た
  名詞 	 多く
  助詞 	 の
  名詞 	 創作
  名詞 	 料理
  助詞 	 で
  名詞 	 外食
  名詞 	 産業
  助詞 	 を
  動詞 	 賑わせ
  助詞 	 て
  動詞 	 いる
  名詞 	 島国
  助詞 	 に
  助詞 	 も
  動詞 	 かかわら
  助動詞 	 ず
  名詞 	 魚
  助詞 	 の
  名詞 	 料理
  助詞 	 は
  形容詞 	 少ない
  助詞 	 が
  記号 	 、
  名詞 	 西部
  助詞 	 に
  動詞 	 行く
  助詞 	 と
  名詞 	 魚介
  名詞 	 類
  助詞 	 の
  名詞 	 料理
  助詞 	 が
  動詞 	 増え
  記号 	 、
  名詞 	 新鮮
  助動詞 	 な
  名詞 	 野菜
  助詞 	 や
  名詞 	 魚
  記号 	 、
  名詞 	 牡蠣
  記号 	 、
  名詞 	 ムール貝
  助詞 	 など
  助詞 	 の
  名詞 	 貝類
  助詞 	 を
  動詞 	 使っ
  助動詞 	 た
  名詞 	 料理
  助詞 	 が
  動詞 	 ある
  副詞 	 特に
  名詞 	 貝類
  助詞 	 は
  記号 	 、
  名詞 	 全国
  助詞 	 の
  名詞 	 海岸
  名詞 	 線
  助詞 	 から
  名詞 	 良質
  助動詞 	 な
  名詞 	 貝類
  助詞 	 が
  名詞 	 手
  助詞 	 に
  動詞 	 入る
  名詞 	 こと
  助詞 	 から
  名詞 	 人気
  助詞 	 が
  動詞 	 高まっ
  助詞 	 て
  動詞 	 いる
  副詞 	 最も
  名詞 	 人気
  助詞 	 の
  動詞 	 ある
  名詞 	 魚
  助詞 	 は
  名詞 	 サーモン
  助詞 	 と
  名詞 	 タラ
  助動詞 	 で
  助動詞 	 ある
  名詞 	 最近
  助詞 	 で
  助詞 	 は
  名詞 	 全国
  名詞 	 各地
  助詞 	 で
  動詞 	 作ら
  動詞 	 れる
  名詞 	 よう
  助詞 	 に
  動詞 	 なっ
  助動詞 	 た
  名詞 	 手作り
  名詞 	 チーズ
  助詞 	 の
  名詞 	 種類
  助詞 	 も
  名詞 	 豊富
  助詞 	 に
  動詞 	 なっ
  助詞 	 て
  動詞 	 き
  助詞 	 て
  動詞 	 いる
  名詞 	 伝統
  名詞 	 的
  助動詞 	 な
  名詞 	 パン
  助詞 	 に
  助詞 	 は
  記号 	 、
  名詞 	 ソーダブレッド
  助詞 	 が
  動詞 	 ある
  名詞 	 バームブラック
  助詞 	 は
  記号 	 、
  名詞 	 サル
  名詞 	 タナ
  助詞 	 と
  名詞 	 レーズン
  助詞 	 を
  動詞 	 加え
  助動詞 	 た
  名詞 	 酵母
  名詞 	 パン
  助詞 	 で
  記号 	 、
  名詞 	 伝統
  名詞 	 的
  助詞 	 に
  名詞 	 ハロウィン
  助詞 	 に
  動詞 	 食べ
  動詞 	 られ
  助詞 	 て
  動詞 	 いる
  名詞 	 [
  名詞 	 168
  名詞 	 ]
  名詞 	 アイルランド
  名詞 	 人
  助詞 	 の
  名詞 	 間
  助詞 	 で
  名詞 	 日常
  名詞 	 的
  助詞 	 に
  動詞 	 飲ま
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 飲み物
  助詞 	 に
  助詞 	 は
  記号 	 、
  名詞 	 紅茶
  助詞 	 や
  名詞 	 コーヒー
  助詞 	 が
  動詞 	 ある
  名詞 	 アルコール
  名詞 	 飲料
  助詞 	 に
  助詞 	 は
  記号 	 、
  名詞 	 ポ
  名詞 	 ティーン
  助詞 	 や
  名詞 	 アーサー・ギネス
  助詞 	 の
  名詞 	 醸造
  名詞 	 所
  助動詞 	 で
  助動詞 	 ある
  名詞 	 ダブリン
  助詞 	 の
  名詞 	 セント
  記号 	 ・
  名詞 	 ジェームズ
  記号 	 ・
  名詞 	 ゲート
  助詞 	 で
  動詞 	 生まれ
  助動詞 	 た
  名詞 	 辛口
  名詞 	 スタウト
  助詞 	 の
